id_hecho;n_victimas;fecha;aaaa;mm;dd;hora;hh;direccion_normalizada;calle;altura;cruce;otra_direccion;comuna;tipo_de_calle;geocodificacion_caba;longitud;latitud;participantes;victima;contraparte;gravedad;tipo_de_dato
LC-2021-0303268;1;2021-06-26;2021;6;26;23:30:00;23;SALTA e INDEPENDENCIA AV.;SALTA;0;INDEPENDENCIA AV.;SD;1;CALLE;Point (107362.723109892 101276.925084236);-58.383017688006;-34.617733294945;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0303172;1;2021-06-27;2021;6;27;16:30:00;16;PASEO COLON AV. y SAN JUAN AV.;PASEO COLON AV.;0;SAN JUAN AV.;SD;1;AVENIDA;Point (108710.676693832 100837.240023657);-58.368315324260;-34.621686301429;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0303422;1;2021-06-28;2021;6;28;05:14:00;5;PASEO COLON AV. e INDEPENDENCIA AV.;PASEO COLON AV.;0;INDEPENDENCIA AV.;SD;1;AVENIDA;Point (108574.827888364 101338.97776274);-58.369801708390;-34.617164579149;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0306370;2;2021-06-29;2021;6;29;16:15:00;16;PIEDRAS y CHILE;PIEDRAS;0;CHILE;SD;1;CALLE;Point (107875.38023889 101436.361999131);-58.377429223130;-34.616292288378;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0306602;1;2021-06-29;2021;6;29;17:30:00;17;HUERGO, ING. AV. e INDEPENDENCIA AV.;HUERGO, ING. AV.;0;INDEPENDENCIA AV.;SD;1;AVENIDA;Point (108868.807494307 101370.517856633);-58.366596550438;-34.616877781292;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0306373;1;2021-06-29;2021;6;29;15:00:00;15;ESTADOS UNIDOS 1341;ESTADOS UNIDOS;1341;;SD;1;CALLE;Point (107184.785547116 101196.208003039);-58.384957213691;-34.618462162457;PEATON-AUTO;PEATON;AUTO;SD;definitivo
LC-2021-0310572;2;2021-07-01;2021;7;1;19:45:00;19;MEXICO y BOLIVAR;MEXICO;0;BOLIVAR;SD;1;CALLE;Point (108264.519139367 101595.610682833);-58.373187727133;-34.614853718143;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0310662;1;2021-07-01;2021;7;1;20:30:00;20;CORRIENTES AV. y URUGUAY;CORRIENTES AV.;0;URUGUAY;SD;1;AVENIDA;Point (107042.133842969 102801.513391966);-58.386525898382;-34.603992269934;MOTO-TRANSPORTE PUBLICO;MOTO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0311826;1;2021-07-02;2021;7;2;14:30:00;14;CEVALLOS, VIRREY y HUMBERTO 1Â°;CEVALLOS, VIRREY;0;HUMBERTO 1Â°;SD;1;CALLE;Point (106837.185166119 100872.095255726);-58.388744837151;-34.621386198728;BICICLETA-AUTO;BICICLETA;AUTO;SD;definitivo
LC-2021-0311379;1;2021-07-02;2021;7;2;11:40:00;11;HUERGO, ING. AV. 610;HUERGO, ING. AV.;610;;SD;1;AVENIDA;Point (108866.027834915 101615.352206297);-58.366629401958;-34.614670771837;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0312389;1;2021-07-02;2021;7;2;19:00:00;19;ECHAGUE, PEDRO y SOLIS;ECHAGUE, PEDRO;0;SOLIS;SD;1;CALLE;Point (106797.87230777 99894.2501551046);-58.389165741463;-34.630201129666;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0311570;1;2021-07-02;2021;7;2;12:40:00;12;RIVADAVIA AV. y SALTA;RIVADAVIA AV.;0;SALTA;SD;1;AVENIDA;Point (107322.226611842 102292.714165845);-58.383467956071;-34.608576851352;PEATON-AUTO;PEATON;AUTO;SD;definitivo
LC-2021-0311091;2;2021-07-02;2021;7;2;07:30:00;7;AZOPARDO y GARAY, JUAN DE AV.;AZOPARDO;0;GARAY, JUAN DE AV.;SD;1;CALLE;Point (108865.859188713 100577.4734404);-58.366620459628;-34.624026616065;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0313368;1;2021-07-03;2021;7;3;14:50:00;14;9 DE JULIO AV. y ARROYO;9 DE JULIO AV.;0;ARROYO;SD;1;AVENIDA;Point (107452.288092075 104177.515705035);-58.382066363241;-34.591585527472;MOTO-AUTO;MOTO;AUTO;GRAVE;definitivo
LC-2021-0313607;1;2021-07-03;2021;7;3;14:50:00;14;BOLIVAR 1257;BOLIVAR;1257;;SD;1;CALLE;Point (108282.68733522 100735.806721328);-58.372981290818;-34.622604182072;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0312845;1;2021-07-03;2021;7;3;07:28:00;7;SD;;;;SD;1;SD;SD;SD;SD;PEATON-MOTO;PEATON;MOTO;SD;definitivo
LC-2021-0314213;1;2021-07-04;2021;7;4;13:00:00;13;SAN JOSE y ALSINA, ADOLFO;SAN JOSE;0;ALSINA, ADOLFO;SD;1;CALLE;Point (107075.285546683 102014.297172257);-58.386157965049;-34.611088334287;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0313832;1;2021-07-04;2021;7;4;00:15:00;0;PAVON y SAN JOSE;PAVON;0;SAN JOSE;SD;1;CALLE;Point (107110.997041469 100347.827603214);-58.385754740897;-34.626110303548;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0314485;1;2021-07-04;2021;7;4;18:00:00;18;MAIPU AV. 1232;MAIPU AV.;1232;;SD;1;AVENIDA;Point (107949.051478929 103926.633084805);-58.376649097313;-34.593843393488;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0314837;1;2021-07-04;2021;7;4;20:55:00;20;CERRITO y LAVALLE;CERRITO;0;LAVALLE;SD;1;CALLE;Point (107431.889925443 102957.644963724);-58.382278114343;-34.602582108212;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0314767;2;2021-07-05;2021;7;5;00:25:00;0;9 DE JULIO AV. y SAN JUAN AV.;9 DE JULIO AV.;0;SAN JUAN AV.;SD;1;AVENIDA;Point (107547.522909504 100786.867056927);-58.380998330204;-34.622149537067;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0315035;1;2021-07-05;2021;7;5;07:50:00;7;ANTARTIDA ARGENTINA AV. y CASTILLO, RAMON S., PRES. AV.;ANTARTIDA ARGENTINA AV.;0;CASTILLO, RAMON S., PRES. AV.;SD;1;AVENIDA;Point (108173.062592131 105332.163487682);-58.374220645319;-34.581171580660;TAXI-OBJETO FIJO;TAXI;OBJETO FIJO;SD;definitivo
LC-2021-0322878;1;2021-07-06;2021;7;6;23:15:00;23;SANTA FE AV. y 9 DE JULIO AV.;SANTA FE AV.;0;9 DE JULIO AV.;SD;1;AVENIDA;Point (107419.956048989 103749.962761122);-58.382415088692;-34.595439906299;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0323400;1;2021-07-07;2021;7;7;13:10:00;13;ALEM, LEANDRO N. AV. 845;ALEM, LEANDRO N. AV.;845;;SD;1;AVENIDA;Point (108462.366905767 103498.688063102);-58.371049351484;-34.597696997773;AUTO-UTILITARIO;AUTO;UTILITARIO;SD;definitivo
LC-2021-0320693;1;2021-07-07;2021;7;7;22:50:00;22;PASEO COLON AV. y GARAY, JUAN DE AV.;PASEO COLON AV.;0;GARAY, JUAN DE AV.;SD;1;AVENIDA;Point (108733.521047048 100572.691511093);-58.368063513960;-34.62407085032;PEATON-SD;PEATON;SD;SD;definitivo
LC-2021-0322372;1;2021-07-08;2021;7;8;16:00:00;16;15 DE NOVIEMBRE DE 1889 y CEVALLOS, VIRREY;15 DE NOVIEMBRE DE 1889;0;CEVALLOS, VIRREY;SD;1;CALLE;Point (106922.274048487 99770.0896684124);-58.387808074969;-34.631319533662;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0334954;1;2021-07-08;2021;7;8;11:30:00;11;PERU 300;PERU;300;;SD;1;CALLE;Point (108137.619106548 101974.917471733);-58.374574991006;-34.611435502370;PEATON-SD;PEATON;SD;SD;definitivo
LC-2021-0322695;1;2021-07-08;2021;7;8;20:55:00;20;GARAY, JUAN DE AV. 1272;GARAY, JUAN DE AV.;1272;;SD;1;AVENIDA;Point (107281.613930979 100230.169345797);-58.383893170513;-34.627169732215;SD-SD;SD;SD;GRAVE;definitivo
LC-2021-0323838;1;2021-07-09;2021;7;9;17:00:00;17;MOREAU DE JUSTO, ALICIA AV. 872;MOREAU DE JUSTO, ALICIA AV.;872;;SD;1;AVENIDA;Point (108890.107602709 102312.160689512);-58.366374104949;-34.608389254164;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0324069;1;2021-07-09;2021;7;9;20:48:00;20;MOREAU DE JUSTO, ALICIA AV. y VILLAFLOR, AZUCENA;MOREAU DE JUSTO, ALICIA AV.;0;VILLAFLOR, AZUCENA;SD;1;AVENIDA;Point (108896.983523302 101899.185374643);-58.366294836312;-34.612111920553;AUTO-SD;AUTO;SD;SD;definitivo
LC-2021-0323471;1;2021-07-09;2021;7;9;13:30:00;13;9 DE JULIO AV. y SAN JUAN AV.;9 DE JULIO AV.;0;SAN JUAN AV.;SD;1;AVENIDA;Point (107547.522909504 100786.867056927);-58.380998330204;-34.622149537067;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0323996;1;2021-07-09;2021;7;9;19:50:00;19;PELLEGRINI, CARLOS 1285;PELLEGRINI, CARLOS;1285;;SD;1;CALLE;Point (107512.537127858 104014.861643336);-58.381408194668;-34.593051325821;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0323890;1;2021-07-09;2021;7;9;17:10:00;17;RAMOS MEJIA, JOSE MARIA, DR. AV. 1360;RAMOS MEJIA, JOSE MARIA, DR. AV.;1360;;SD;1;AVENIDA;Point (108121.871854284 104160.630725966);-58.374767452786;-34.591732695132;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0324868;1;2021-07-10;2021;7;10;14:20:00;14;BRASIL 1196;BRASIL;1196;;SD;1;CALLE;Point (107395.221988644 100133.810762597);-58.382653431117;-34.628037538439;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO;SD;definitivo
LC-2021-0324891;1;2021-07-10;2021;7;10;12:30:00;12;CORRIENTES AV. y ALEM, LEANDRO N. AV.;CORRIENTES AV.;0;ALEM, LEANDRO N. AV.;SD;1;AVENIDA;Point (108520.247449254 102908.812629333);-58.370412501071;-34.603013905923;BICICLETA-TAXI;BICICLETA;TAXI;SD;definitivo
LC-2021-0325300;1;2021-07-10;2021;7;10;18:10:00;18;REPUBLICA BOLIVARIANA DE VENEZUELA y 9 DE JULIO AV.;REPUBLICA BOLIVARIANA DE VENEZUELA;0;9 DE JULIO AV.;SD;1;CALLE;Point (107522.346900584 101663.807831437);-58.381280580011;-34.614244630848;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0325375;1;2021-07-10;2021;7;10;20:00:00;20;9 DE JULIO AV. y CALVO, CARLOS;9 DE JULIO AV.;0;CALVO, CARLOS;SD;1;AVENIDA;Point (107543.763682637 101052.337538007);-58.381041666429;-34.619756510062;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0324409;1;2021-07-10;2021;7;10;09:20:00;9;SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. y FLORIDA;SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.;0;FLORIDA;SD;1;AVENIDA;Point (108098.521110843 102444.574698959);-58.375005728876;-34.607202128700;PEATON-TRANSPORTE PUBLICO;PEATON;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0324319;1;2021-07-10;2021;7;10;03:50:00;3;DE MAYO AV. y LIMA;DE MAYO AV.;0;LIMA;SD;1;AVENIDA;Point (107461.939808595 102235.872544521);-58.381944215831;-34.609088246224;TAXI-SD;TAXI;SD;SD;definitivo
LC-2021-0325153;1;2021-07-10;2021;7;10;16:50:00;16;PELLEGRINI, CARLOS y PARAGUAY;PELLEGRINI, CARLOS;0;PARAGUAY;SD;1;CALLE;Point (107517.969121655 103483.266301156);-58.381344310787;-34.597843314196;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0326755;1;2021-07-12;2021;7;12;07:00:00;7;IRIGOYEN, BERNARDO DE e INDEPENDENCIA AV.;IRIGOYEN, BERNARDO DE;0;INDEPENDENCIA AV.;SD;1;AVENIDA;Point (107613.970267994 101287.324780813);-58.380278220071;-34.617637727822;BICICLETA-CAMION;BICICLETA;CAMION;GRAVE;definitivo
LC-2021-0327631;1;2021-07-12;2021;7;12;12:55:00;12;PELLEGRINI, CARLOS y ALVEAR, MARCELO T. DE;PELLEGRINI, CARLOS;0;ALVEAR, MARCELO T. DE;SD;1;CALLE;Point (107511.031155458 103611.388338155);-58.381421068290;-34.596688418087;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0332485;1;2021-07-15;2021;7;15;00:15:00;0;MITRE, BARTOLOME y TALCAHUANO;MITRE, BARTOLOME;0;TALCAHUANO;SD;1;CALLE;Point (107189.192467362 102409.241965419);-58.384919360461;-34.60752735528;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2021-0334202;1;2021-07-15;2021;7;15;17:50:00;17;CHILE y 9 DE JULIO AV.;CHILE;0;9 DE JULIO AV.;SD;1;CALLE;Point (107531.035495714 101417.110387587);-58.381183670904;-34.616468396611;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0333269;1;2021-07-15;2021;7;15;11:30:00;11;9 DE JULIO AV. y MEXICO;9 DE JULIO AV.;0;MEXICO;SD;1;AVENIDA;Point (107526.823953486 101549.162036656);-58.381230755265;-34.615278061222;MOTO-TAXI;MOTO;TAXI;SD;definitivo
LC-2021-0334349;1;2021-07-15;2021;7;15;22:00:00;22;CORDOBA AV. y CERRITO;CORDOBA AV.;0;CERRITO;SD;1;AVENIDA;Point (107409.583883644 103345.104744203);-58.382524648358;-34.599089543017;PEATON-BICICLETA;PEATON;BICICLETA;SD;definitivo
LC-2021-0333323;1;2021-07-15;2021;7;15;11:54:00;11;CORRIENTES AV. y URUGUAY;CORRIENTES AV.;0;URUGUAY;SD;1;AVENIDA;Point (107042.133842969 102801.513391966);-58.386525898382;-34.603992269934;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0336042;1;2021-07-16;2021;7;16;16:40:00;16;IRIGOYEN, BERNARDO DE 1328;IRIGOYEN, BERNARDO DE;1328;;SD;1;CALLE;Point (107686.917958121 100575.82850053);-58.379476408209;-34.624050892656;MOTO-MOTO;MOTO;MOTO;SD;definitivo
LC-2021-0334815;1;2021-07-16;2021;7;16;08:00:00;8;INDEPENDENCIA AV. y 9 DE JULIO AV.;INDEPENDENCIA AV.;0;9 DE JULIO AV.;SD;1;AVENIDA;Point (107535.239222184 101285.668099689);-58.381136675759;-34.617653238781;PEATON-TRANSPORTE PUBLICO;PEATON;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0336292;1;2021-07-16;2021;7;16;18:40:00;18;ENTRE RIOS AV. 226;ENTRE RIOS AV.;226;;SD;1;AVENIDA;Point (106579.068786777 101935.966600877);-58.391567604438;-34.611797712158;SD-SD;SD;SD;SD;definitivo
LC-2021-0336130;1;2021-07-16;2021;7;16;19:30:00;19;CASTILLO, RAMON S., PRES. AV. 1720;CASTILLO, RAMON S., PRES. AV.;1720;;SD;1;AVENIDA;Point (107165.606275975 105633.417283562);-58.385203502902;-34.578463408912;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0336851;1;2021-07-17;2021;7;17;12:10:00;12;GUEVARA, TRINIDAD y MOREAU DE JUSTO, ALICIA AV.;GUEVARA, TRINIDAD;0;MOREAU DE JUSTO, ALICIA AV.;SD;1;CALLE;Point (108811.035025381 102938.325491064);-58.367242662850;-34.602745425872;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0337440;1;2021-07-17;2021;7;17;21:00:00;21;REPUBLICA BOLIVARIANA DE VENEZUELA 614;REPUBLICA BOLIVARIANA DE VENEZUELA;614;;SD;1;CALLE;Point (108112.994261537 101689.482957725);-58.374840765463;-34.614008717099;PEATON-AUTO;PEATON;AUTO;SD;definitivo
LC-2021-0337485;1;2021-07-17;2021;7;17;20:15:00;20;CEVALLOS, VIRREY y CONSTITUCION;CEVALLOS, VIRREY;0;CONSTITUCION;SD;1;CALLE;Point (106869.21740116 100478.065377604);-58.388392381074;-34.624937924803;SD-SD;SD;SD;SD;definitivo
LC-2021-0374972;2;2021-07-18;2021;7;18;16:00:00;16;MITRE, BARTOLOME y MONTEVIDEO;MITRE, BARTOLOME;0;MONTEVIDEO;SD;1;CALLE;Point (106790.045418817 102377.623122707);-58.389270816025;-34.607815077118;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0338579;1;2021-07-19;2021;7;19;05:40:00;5;CERRITO y RIVADAVIA AV.;CERRITO;0;RIVADAVIA AV.;SD;1;CALLE;Point (107459.236382898 102305.878743839);-58.381974301305;-34.608457201269;PEATON-AUTO;PEATON;AUTO;SD;definitivo
LC-2021-0339331;1;2021-07-19;2021;7;19;12:00:00;12;SAN JUAN AV. e IRIGOYEN, BERNARDO DE;SAN JUAN AV.;0;IRIGOYEN, BERNARDO DE;SD;1;AVENIDA;Point (107638.308135877 100788.281627915);-58.380008382205;-34.622136118522;SD-TAXI;SD;TAXI;SD;definitivo
LC-2021-0341004;1;2021-07-20;2021;7;20;12:15:00;12;COCHABAMBA 51;COCHABAMBA;51;;SD;1;CALLE;Point (108889.848417749 100745.920327822);-58.366360619975;-34.622507964985;MOTO-CAMION;MOTO;CAMION;SD;definitivo
LC-2021-0343686;1;2021-07-21;2021;7;21;15:20:00;15;CHILE y 9 DE JULIO AV.;CHILE;0;9 DE JULIO AV.;SD;1;CALLE;Point (107531.035495714 101417.110387587);-58.381183670904;-34.616468396611;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0345841;1;2021-07-22;2021;7;22;21:09:00;21;PERON, JUAN DOMINGO, TTE. GENERAL 1739;PERON, JUAN DOMINGO, TTE. GENERAL;1739;;SD;1;CALLE;Point (106603.783811627 102517.969505913);-58.391302625966;-34.606551142178;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2021-0346927;1;2021-07-23;2021;7;23;12:00:00;12;GARAY, JUAN DE AV. y TACUARI;GARAY, JUAN DE AV.;0;TACUARI;SD;1;AVENIDA;Point (107821.240235935 100397.861942039);-58.378010037806;-34.625654143355;SD-SD;SD;SD;SD;definitivo
LC-2021-0349243;1;2021-07-24;2021;7;24;16:15:00;16;DEL LIBERTADOR AV. y SAN MARTIN;DEL LIBERTADOR AV.;0;SAN MARTIN;SD;1;AVENIDA;Point (108206.572076385 103956.985948994);-58.373842227962;-34.593567768001;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0349197;1;2021-07-25;2021;7;25;00:47:00;0;CONSTITUCION y SALTA;CONSTITUCION;0;SALTA;SD;1;CALLE;Point (107370.125802154 100506.200531621);-58.382930322634;-34.624680853939;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0349797;1;2021-07-25;2021;7;25;14:05:00;14;SOLIS y HUMBERTO 1Â°;SOLIS;0;HUMBERTO 1Â°;SD;1;CALLE;Point (106718.987079004 100862.899449135);-58.390033635496;-34.621469867896;SD-SD;SD;SD;SD;definitivo
LC-2021-0367478;1;2021-07-26;2021;7;26;21:24:00;21;CORRIENTES AV. y ESMERALDA;CORRIENTES AV.;0;ESMERALDA;SD;1;AVENIDA;Point (107817.350837337 102856.540189773);-58.378074946613;-34.603490666630;BICICLETA-TAXI;BICICLETA;TAXI;SD;definitivo
LC-2021-0367516;1;2021-07-26;2021;7;26;20:10:00;20;9 DE JULIO AV. e INDEPENDENCIA AV.;9 DE JULIO AV.;0;INDEPENDENCIA AV.;SD;1;AVENIDA;Point (107535.239222184 101285.668099689);-58.381136675759;-34.617653238781;PEATON-MOTO;PEATON;MOTO;SD;definitivo
LC-2021-0366290;2;2021-07-26;2021;7;26;12:20:00;12;ARENALES y TALCAHUANO;ARENALES;0;TALCAHUANO;SD;1;CALLE;Point (107107.343648971 103847.450864969);-58.385823665490;-34.594563301104;SD-SD;SD;SD;SD;definitivo
LC-2021-0369240;1;2021-07-27;2021;7;27;09:50:00;9;LIBERTAD 581;LIBERTAD;581;;SD;1;CALLE;Point (107306.023722474 103057.707477674);-58.383651145626;-34.601680999528;AUTO-TRANSPORTE PUBLICO;AUTO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0373017;1;2021-07-27;2021;7;27;17:00:00;17;ALEM, LEANDRO N. AV. y ALVEAR, MARCELO T. DE;ALEM, LEANDRO N. AV.;0;ALVEAR, MARCELO T. DE;SD;1;AVENIDA;Point (108334.329393635 103671.272996587);-58.372446800024;-34.596142284434;PEATON-UTILITARIO;PEATON;UTILITARIO;SD;definitivo
LC-2021-0373074;1;2021-07-27;2021;7;27;16:30:00;16;CORRIENTES AV. y MONTEVIDEO;CORRIENTES AV.;0;MONTEVIDEO;SD;1;AVENIDA;Point (106778.934147897 102776.660829402);-58.389395118444;-34.604218058920;SD-SD;SD;SD;SD;definitivo
LC-2021-0374526;1;2021-07-27;2021;7;27;19:30:00;19;SARMIENTO y 25 DE MAYO;SARMIENTO;0;25 DE MAYO;SD;1;CALLE;Point (108464.74592016 102772.116282849);-58.37101622003;-34.604246599424;SD-SD;SD;SD;SD;definitivo
LC-2021-0372478;1;2021-07-27;2021;7;27;13:00:00;13;SANTA FE AV. y LIBERTAD;SANTA FE AV.;0;LIBERTAD;SD;1;AVENIDA;Point (107246.690014078 103733.243361009);-58.384303708703;-34.595591850161;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0374963;1;2021-07-28;2021;7;28;20:00:00;20;VIAMONTE y MONTEVIDEO;VIAMONTE;0;MONTEVIDEO;SD;1;CALLE;Point (106760.924790557 103165.550290168);-58.389594529961;-34.600712564107;BICICLETA-TAXI;BICICLETA;TAXI;SD;definitivo
LC-2021-0373729;1;2021-07-28;2021;7;28;09:30:00;9;VIAMONTE y MADERO, EDUARDO AV.;VIAMONTE;0;MADERO, EDUARDO AV.;SD;1;CALLE;Point (108643.149249991 103314.784654808);-58.369076742369;-34.599353284291;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0374225;1;2021-07-28;2021;7;28;13:00:00;13;CALVO, CARLOS 1120;CALVO, CARLOS;1120;;SD;1;CALLE;Point (107478.400141568 101032.716061669);-58.381754226061;-34.619933860746;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO;SD;definitivo
LC-2021-0376228;1;2021-07-29;2021;7;29;14:43:00;14;REPUBLICA BOLIVARIANA DE VENEZUELA y BOLIVAR;REPUBLICA BOLIVARIANA DE VENEZUELA;0;BOLIVAR;SD;1;CALLE;Point (108258.659266589 101721.396840092);-58.373252836347;-34.613719878517;BICICLETA-UTILITARIO;BICICLETA;UTILITARIO;SD;definitivo
LC-2021-0375601;1;2021-07-29;2021;7;29;09:10:00;9;DE MAYO AV. y 9 DE JULIO AV.;DE MAYO AV.;0;9 DE JULIO AV.;SD;1;AVENIDA;Point (107498.832418864 102238.549241577);-58.381542009623;-34.609063850489;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0379227;1;2021-07-31;2021;7;31;10:30:00;10;9 DE JULIO AV. y ALSINA, ADOLFO;9 DE JULIO AV.;0;ALSINA, ADOLFO;SD;1;AVENIDA;Point (107507.395023746 102046.083330772);-58.381446963752;-34.610798754294;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0380734;1;2021-08-01;2021;8;1;19:40:00;19;DEL LIBERTADOR AV. y SAN MARTIN;DEL LIBERTADOR AV.;0;SAN MARTIN;SD;1;AVENIDA;Point (108206.572076385 103956.985948994);-58.373842227962;-34.593567768001;SD-SD;SD;SD;SD;definitivo
LC-2021-0381776;1;2021-08-01;2021;8;1;10:00:00;10;DE MAYO AV. y LIMA;DE MAYO AV.;0;LIMA;SD;1;AVENIDA;Point (107461.939808595 102235.872544521);-58.381944215831;-34.609088246224;SD-SD;SD;SD;SD;definitivo
LC-2021-0381747;1;2021-08-02;2021;8;2;13:30:00;13;CALLAO AV. 353;CALLAO AV.;353;;SD;1;AVENIDA;Point (106537.352817616 102690.704956528);-58.392028201670;-34.604994454844;SD-SD;SD;SD;GRAVE;definitivo
LC-2021-0382001;1;2021-08-02;2021;8;2;11:03:00;11;9 DE JULIO AV. y PERON, JUAN DOMINGO, TTE. GENERAL;9 DE JULIO AV.;0;PERON, JUAN DOMINGO, TTE. GENERAL;SD;1;AVENIDA;Point (107485.437156478 102564.888925054);-58.381690911484;-34.606122187870;SD-SD;SD;SD;SD;definitivo
LC-2021-0382853;1;2021-08-02;2021;8;2;22:30:00;22;9 DE JULIO AV. y CHILE;9 DE JULIO AV.;0;CHILE;SD;1;AVENIDA;Point (107531.035495714 101417.110387587);-58.381183670904;-34.616468396611;SD-SD;SD;SD;SD;definitivo
LC-2021-0383673;1;2021-08-03;2021;8;3;12:30:00;12;SAN JUAN AV. y LIMA;SAN JUAN AV.;0;LIMA;SD;1;AVENIDA;Point (107507.876151389 100785.55435072);-58.381430643759;-34.622161659098;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0384010;1;2021-08-03;2021;8;3;14:00:00;14;PASEO COLON AV. y GARAY, JUAN DE AV.;PASEO COLON AV.;0;GARAY, JUAN DE AV.;SD;1;AVENIDA;Point (108733.521047048 100572.691511093);-58.368063513960;-34.62407085032;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0384848;1;2021-08-03;2021;8;3;21:40:00;21;ENTRE RIOS AV. 1200;ENTRE RIOS AV.;1200;;SD;1;AVENIDA;Point (106604.976069536 100727.728028939);-58.391275806155;-34.622689090094;SD-SD;SD;SD;SD;definitivo
LC-2021-0388513;1;2021-08-05;2021;8;5;16:00:00;16;LIMA y ALSINA, ADOLFO;LIMA;0;ALSINA, ADOLFO;SD;1;CALLE;Point (107469.065653596 102042.501998594);-58.381864835306;-34.610831315473;SD-SD;SD;SD;SD;definitivo
LC-2021-0387110;1;2021-08-05;2021;8;5;07:40:00;7;PAINE, AIME y EZCURRA, ENCARNACION;PAINE, AIME;0;EZCURRA, ENCARNACION;SD;1;CALLE;Point (109376.566810184 101459.331354511);-58.361061055983;-34.616072694570;UTILITARIO-AUTO;UTILITARIO;AUTO;SD;definitivo
LC-2021-0390031;3;2021-08-06;2021;8;6;15:30:00;15;LIMA 702;LIMA;702;;SD;1;CALLE;Point (107515.856291449 101411.822493904);-58.381349133610;-34.616516174261;SD-SD;SD;SD;SD;definitivo
LC-2021-0390182;1;2021-08-06;2021;8;6;17:45:00;17;ALEM, LEANDRO N. AV. y TUCUMAN;ALEM, LEANDRO N. AV.;0;TUCUMAN;SD;1;AVENIDA;Point (108501.287252279 103169.393675656);-58.370621796211;-34.600665076189;SD-SD;SD;SD;SD;definitivo
