id_hecho;n_victimas;fecha;aaaa;mm;dd;hora;hh;direccion_normalizada;calle;altura;cruce;otra_direccion;comuna;tipo_de_calle;geocodificacion_caba;longitud;latitud;participantes;victima;contraparte;gravedad;tipo_de_dato
LC-2019-0008283;2;2019-01-04;2019;1;4;17:53:00;17;SD;;;;aut. Dellepiane altura cruce con la calle Timoteo Gordillo , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0007634;1;2019-01-04;2019;1;4;14:50:00;14;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0008974;1;2019-01-05;2019;1;5;09:30:00;9;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0010983;2;2019-01-06;2019;1;6;22:20:00;22;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0011092;1;2019-01-07;2019;1;7;03:50:00;3;SD;;;;SD;SD;SD;SD;SD;SD;PEATON-SD;PEATON;SD;SD;definitivo
LC-2019-0017186;1;2019-01-09;2019;1;9;11:55:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0022256;1;2019-01-11;2019;1;11;12:10:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0687058;1;2019-01-11;2019;1;11;09:20:00;9;PAZ, GRAL. AV. y ACHA, MARIANO, GRAL.;PAZ, GRAL. AV.;;ACHA, MARIANO, GRAL.;SD;SD;SD;Point (96982.6358422506 108957.813038542);SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0688515;1;2019-01-11;2019;1;11;16:58:00;16;DEL LIBERTADOR AV. 100;DEL LIBERTADOR AV.;100;;SD;SD;SD;Point (108067.125594 104023.680363);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0757409;1;2019-01-12;2019;1;12;06:45:00;6;TRONADOR y GIRIBONE;TRONADOR;;GIRIBONE;SD;SD;SD;Point (99744.1439377455 105520.728400727);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0025021;1;2019-01-13;2019;1;13;02:20:00;2;PASEO COLON AV. y MEXICO;PASEO COLON AV.;;MEXICO;SD;SD;SD;Point (108629.964506752 101606.761130562);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0029566;1;2019-01-15;2019;1;15;11:30:00;11;SD;;;;AV. CRUZ ENTRE AV. ESCALADA Y AUTOPISTA CÁMPORA , Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0033845;1;2019-01-17;2019;1;17;09:15:00;9;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0033624;1;2019-01-17;2019;1;17;02:45:00;2;LACROZE, FEDERICO y CAMPOS, LUIS M. AV.;LACROZE, FEDERICO;;CAMPOS, LUIS M. AV.;SD;SD;SD;Point (102108.128777288 107087.128651998);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0034229;4;2019-01-17;2019;1;17;10:58:00;10;SD;;;;SD;SD;SD;SD;SD;SD;UTILITARIO-SD;UTILITARIO;SD;SD;definitivo
LC-2019-0037956;2;2019-01-18;2019;1;18;14:45:00;14;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0036508;1;2019-01-18;2019;1;18;08:21:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0039050;1;2019-01-18;2019;1;18;18:00:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0039585;1;2019-01-19;2019;1;19;06:10:00;6;QUESADA y MILLER;QUESADA;;MILLER;SD;SD;SD;Point (97962.881936702 107021.636764033);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0044699;1;2019-01-20;2019;1;20;16:00:00;16;SD;;;;gral conesa , Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0047479;1;2019-01-22;2019;1;22;20:48:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0073279;1;2019-01-23;2019;1;23;21:00:00;21;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0047733;1;2019-01-23;2019;1;23;01:48:00;1;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0049828;1;2019-01-23;2019;1;23;21:02:00;21;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0049592;1;2019-01-23;2019;1;23;18:48:00;18;CASTILLO y CARRANZA, ANGEL JUSTINIANO;CASTILLO;;CARRANZA, ANGEL JUSTINIANO;SD;SD;SD;Point (101826.896937008 104708.368665252);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0050069;1;2019-01-24;2019;1;24;22:30:00;22;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0050175;2;2019-01-24;2019;1;24;04:03:00;4;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0050670;1;2019-01-24;2019;1;24;09:10:00;9;SD;;;;Corrientes Av. 3358, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0051216;1;2019-01-24;2019;1;24;13:16:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0051464;2;2019-01-24;2019;1;24;12:30:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0051508;1;2019-01-24;2019;1;24;13:30:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0053244;1;2019-01-24;2019;1;24;07:00:00;7;SD;;;;SD;SD;SD;SD;;;SD-SD;SD;SD;sd;definitivo
LC-2019-0056387;1;2019-01-27;2019;1;27;05:30:00;5;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0056420;2;2019-01-27;2019;1;27;06:30:00;6;SD;;;;AUTOPISTA 25 DE MAYO, ALTURA KM 1.5 (CARABOBO) , Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0057299;1;2019-01-28;2019;1;28;05:26:00;5;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0059155;1;2019-01-28;2019;1;28;17:25:00;17;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0060398;2;2019-01-29;2019;1;29;11:51:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0061593;1;2019-01-29;2019;1;29;18:25:00;18;DIAZ VELEZ AV. y PRINGLES;DIAZ VELEZ AV.;;PRINGLES;SD;SD;SD;Point (103261.483699331 102281.12003418);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0064934;1;2019-01-29;2019;1;29;04:30:00;4;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0064712;1;2019-01-31;2019;1;31;08:40:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0089512;1;2019-01-31;2019;1;31;15:00:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0000815;1;2019-02-01;2019;2;1;00:45:00;0;MU?IZ 568;MU?IZ;568;;SD;SD;SD;Point (103336.312114 101018.339551);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0068429;1;2019-02-01;2019;2;1;16:24:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0068660;1;2019-02-01;2019;2;1;17:10:00;17;SD;;;;SD;SD;SD;SD;;;SD-SD;SD;SD;SD;definitivo
LC-2019-0069433;1;2019-02-02;2019;2;2;03:00:00;3;CORREA y BALBIN, RICARDO, DR. AV.;CORREA;;BALBIN, RICARDO, DR. AV.;SD;SD;SD;Point (96943.4255297621 108226.025173517);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0072758;1;2019-02-04;2019;2;4;12:58:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0074074;2;2019-02-04;2019;2;4;20:27:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0272454;1;2019-02-05;2019;2;5;11:00:00;11;PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.;PAZ, GRAL. AV.;;BALBIN, RICARDO, DR. AV.;SD;SD;SD;Point (96585.3879904877 108851.503633676);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0077641;1;2019-02-06;2019;2;6;11:37:00;11;SD;;;;Avenida Perito Moreno y la Fuente , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0079343;1;2019-02-06;2019;2;6;19:10:00;19;GARAY, JUAN DE AV. 3400;GARAY, JUAN DE AV.;3400;;SD;SD;SD;Point (104618.3636 99836.7799863);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0082107;1;2019-02-07;2019;2;7;20:10:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0086214;1;2019-02-10;2019;2;10;01:53:00;1;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0089490;1;2019-02-11;2019;2;11;17:30:00;17;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0088817;1;2019-02-11;2019;2;11;14:38:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0089526;1;2019-02-11;2019;2;11;18:42:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0090310;1;2019-02-12;2019;2;12;05:45:00;5;SD;;;;AUTOPISTA ARTURO ILLIA 2,2 KM, Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0091178;1;2019-02-12;2019;2;12;10:15:00;10;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0090547;1;2019-02-12;2019;2;12;09:38:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0091431;1;2019-02-12;2019;2;12;13:57:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0759998;1;2019-02-12;2019;2;12;18:30:00;18;TERRADA y DIAZ, CESAR, GRAL.;TERRADA;;DIAZ, CESAR, GRAL.;SD;SD;SD;Point (98672.7820122398 101719.472731928);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0095392;2;2019-02-13;2019;2;13;22:22:00;22;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0096162;1;2019-02-13;2019;2;13;09:30:00;9;SD;;;;9 De Julio Av. y Belgrano Av. 0, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0125948;1;2019-02-13;2019;2;13;15:00:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0099485;1;2019-02-15;2019;2;15;15:44:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0099864;1;2019-02-15;2019;2;15;18:32:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0100420;1;2019-02-15;2019;2;15;18:30:00;18;SD;;;;SD;SD;SD;SD;;;SD-SD;SD;SD;sd;definitivo
LC-2019-0100422;1;2019-02-15;2019;2;15;22:15:00;22;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0101125;1;2019-02-16;2019;2;16;11:50:00;11;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0101157;1;2019-02-16;2019;2;16;14:49:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0101415;1;2019-02-16;2019;2;16;18:08:00;18;SD;;;;Avenida Monseñor Bufano 5975, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0104131;1;2019-02-16;2019;2;16;04:00:00;4;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0102918;1;2019-02-17;2019;2;17;23:37:00;23;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0103181;2;2019-02-18;2019;2;18;06:20:00;6;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0104014;1;2019-02-18;2019;2;18;07:30:00;7;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0103271;1;2019-02-18;2019;2;18;07:30:00;7;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0103162;1;2019-02-18;2019;2;18;06:21:00;6;PAZ, GRAL. AV. y CUBA;PAZ, GRAL. AV.;;CUBA;SD;SD;SD;Point (99094.1207630196 110084.761282761);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0103728;1;2019-02-18;2019;2;18;11:24:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0103755;2;2019-02-18;2019;2;18;08:29:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0103793;1;2019-02-18;2019;2;18;11:17:00;11;SD;;;;ALBERDI Y CAFAYATE , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0103860;1;2019-02-18;2019;2;18;12:00:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0104126;1;2019-02-18;2019;2;18;13:04:00;13;SD;;;;AV LIBERTADOR Y MAIPU , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0108190;1;2019-02-19;2019;2;19;17:20:00;17;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0108806;1;2019-02-20;2019;2;20;09:58:00;9;SD;;;;CUBA Y JURAMENTO , Barrio: No Especificada  , jurisdicción comisaria: 0;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0112834;1;2019-02-21;2019;2;21;17:00:00;17;PAZ, GRAL. AV. y SUPERI;PAZ, GRAL. AV.;;SUPERI;SD;SD;SD;Point (97946.5946991362 109457.635921914);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0125924;1;2019-02-21;2019;2;21;15:50:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0115523;1;2019-02-22;2019;2;22;18:07:00;18;SD;;;;Gral Paz y Acceso Presidente Nestor Kirchner , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0114281;1;2019-02-22;2019;2;22;10:00:00;10;BOLA?OS 211;BOLA?OS;211;;SD;SD;SD;Point (98111.2577345 99118.3025976);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0115200;1;2019-02-22;2019;2;22;14:00:00;14;ACHA, MARIANO, GRAL. 4006;ACHA, MARIANO, GRAL.;4006;;SD;SD;SD;Point (97493.8581725 108129.035092);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0117095;1;2019-02-23;2019;2;23;19:00:00;19;SD;;;;SD;SD;SD;SD;;;SD-SD;SD;SD;SD;definitivo
LC-2019-0119434;1;2019-02-25;2019;2;25;09:45:00;9;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0119115;1;2019-02-25;2019;2;25;10:00:00;10;JUSTO, JUAN B. AV. y ESTADO PLURINACIONAL DE BOLIVIA;JUSTO, JUAN B. AV.;;ESTADO PLURINACIONAL DE BOLIVIA;SD;SD;SD;Point (99102.9991379283 101571.064612957);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0120839;1;2019-02-25;2019;2;25;20:15:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0121118;1;2019-02-25;2019;2;25;22:10:00;22;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0121707;1;2019-02-25;2019;2;25;18:00:00;18;SD;;;;Mexico y Saavedra 0, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0122512;1;2019-02-26;2019;2;26;13:00:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0123706;1;2019-02-26;2019;2;26;18:00:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0123712;1;2019-02-26;2019;2;26;18:00:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
PFA-2019-0000120;1;2019-02-26;2019;2;26;SD;sd;SAN JUAN AV. 1941;SAN JUAN AV.;1941;;SD;SD;SD;Point (106422.802618 100720.103259);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0125172;1;2019-02-27;2019;2;27;13:15:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0126039;1;2019-02-27;2019;2;27;18:21:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0128419;1;2019-02-28;2019;2;28;18:52:00;18;SD;;;;Tucuman y Aguero 0, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;MONOPATIN-SD;MONOPATIN;SD;SD;definitivo
LC-2019-0127723;1;2019-02-28;2019;2;28;14:43:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0128563;1;2019-02-28;2019;2;28;19:49:00;19;SD;;;;Corrientes Av. y Gallo 0, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0131012;1;2019-03-01;2019;3;1;17:00:00;17;SD;;;;AV. GRAL PAZ Y OLAGUER 0, Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0130327;1;2019-03-01;2019;3;1;14:16:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0131217;1;2019-03-01;2019;3;1;20:30:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0132190;1;2019-03-02;2019;3;2;14:30:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0133269;1;2019-03-03;2019;3;3;07:20:00;7;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0133403;1;2019-03-03;2019;3;3;07:50:00;7;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0135021;1;2019-03-04;2019;3;4;21:00:00;21;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0207325;1;2019-03-04;2019;3;4;17:15:00;17;GAONA AV. 4937;GAONA AV.;4937;;SD;SD;SD;Point (97375.1260218 100103.848278);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0138329;1;2019-03-06;2019;3;6;15:00:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0140160;2;2019-03-07;2019;3;7;11:25:00;11;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0140411;1;2019-03-07;2019;3;7;14:11:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0143682;1;2019-03-08;2019;3;8;16:20:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0144255;1;2019-03-08;2019;3;8;19:34:00;19;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0690794;1;2019-03-11;2019;3;11;00:50:00;0;SANTA FE AV. y ESMERALDA;SANTA FE AV.;;ESMERALDA;SD;SD;SD;Point (107778.667172317 103787.409443274);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0691333;1;2019-03-11;2019;3;11;10:51:00;10;SANCHEZ DE LORIA y MEXICO;SANCHEZ DE LORIA;;MEXICO;SD;SD;SD;Point (104645.541773456 101094.499092741);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0153084;1;2019-03-12;2019;3;12;19:00:00;19;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0153096;1;2019-03-12;2019;3;12;20:24:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0762753;1;2019-03-12;2019;3;12;17:30:00;17;ARTIGAS, JOSE GERVASIO, GRAL. 4851;ARTIGAS, JOSE GERVASIO, GRAL.;4851;;SD;SD;SD;Point (96745.0897388 105223.992345);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0765111;1;2019-03-12;2019;3;12;14:54:00;14;JUSTO, JUAN B. AV. y FRAGATA PRES. SARMIENTO;JUSTO, JUAN B. AV.;;FRAGATA PRES. SARMIENTO;SD;SD;SD;Point (100334.393892395 102658.687760018);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0154921;1;2019-03-13;2019;3;13;15:18:00;15;SANTA FE AV. y AUSTRIA;SANTA FE AV.;;AUSTRIA;SD;SD;SD;Point (105078.606313626 104258.624819074);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0158930;1;2019-03-14;2019;3;14;19:00:00;19;PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.;PAZ, GRAL. AV.;;DE LOS CONSTITUYENTES AV.;SD;SD;SD;Point (95802.7492615113 106574.263074232);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0156663;1;2019-03-14;2019;3;14;10:02:00;10;SD;;;;LIBERTADOR ENTRE CONGRESO Y M. UGARTE , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;TRANSPORTE PUBLICO-SD;TRANSPORTE PUBLICO;SD;SD;definitivo
LC-2019-0159738;1;2019-03-15;2019;3;15;09:20:00;9;PAZ, GRAL. AV. y ZAPIOLA;PAZ, GRAL. AV.;;ZAPIOLA;SD;SD;SD;Point (98438.8380914996 109709.828420251);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0161169;1;2019-03-15;2019;3;15;16:30:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0161178;1;2019-03-15;2019;3;15;16:30:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0161617;1;2019-03-15;2019;3;15;19:00:00;19;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0162876;2;2019-03-16;2019;3;16;16:44:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0163090;1;2019-03-16;2019;3;16;12:30:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0164052;1;2019-03-17;2019;3;17;17:07:00;17;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0163613;3;2019-03-17;2019;3;17;07:55:00;7;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0163681;1;2019-03-17;2019;3;17;09:20:00;9;CORDOBA AV. 5870;CORDOBA AV.;5870;;SD;SD;SD;Point (101850.61668 104828.369818);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0169445;1;2019-03-19;2019;3;19;13:30:00;13;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0171301;1;2019-03-20;2019;3;20;08:30:00;8;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0171315;1;2019-03-20;2019;3;20;09:11:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0174069;1;2019-03-20;2019;3;20;20:20:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0174263;1;2019-03-20;2019;3;20;23:05:00;23;SD;;;;Avda Cordoba y Thames  , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0180126;1;2019-03-23;2019;3;23;07:44:00;7;SD;;;;Av. Gral. Paz y 27 de Febrero , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0180035;2;2019-03-23;2019;3;23;02:04:00;2;PAZ, GRAL. AV. y VALLEJOS;PAZ, GRAL. AV.;;VALLEJOS;SD;SD;SD;Point (94412.5555223215 102992.80118875);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0180223;1;2019-03-23;2019;3;23;08:15:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0181910;1;2019-03-24;2019;3;24;12:08:00;12;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0183184;1;2019-03-25;2019;3;25;08:20:00;8;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1650;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;1650;;SD;SD;SD;Point (103068.823799 97768.0452519);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0184071;5;2019-03-25;2019;3;25;11:00:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0184550;1;2019-03-25;2019;3;25;12:30:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
