centroide;cruce;año;turno;cantidad_ciclistas;tipo_relevamiento
423;CORDOBA@PASTEUR;2016;tarde;94;macrocentro
423;CORDOBA@PASTEUR;2017;mañana;36;macrocentro
423;CORDOBA@PASTEUR;2017;tarde;89;macrocentro
423;CORDOBA@PASTEUR;2019;mañana;45;macrocentro
423;CORDOBA@PASTEUR;2019;tarde;132;macrocentro
423;CORDOBA@PASTEUR;2021;mañana;101;macrocentro
423;CORDOBA@PASTEUR;2021;tarde;266;macrocentro
423;CORDOBA@PASTEUR;2023;mañana;59;macrocentro
423;CORDOBA@PASTEUR;2023;tarde;217;macrocentro
424;JUNIN@PARAGUAY;2013;mañana;35;macrocentro
424;JUNIN@PARAGUAY;2013;tarde;79;macrocentro
424;JUNIN@PARAGUAY;2014;mañana;32;macrocentro
424;JUNIN@PARAGUAY;2014;tarde;45;macrocentro
424;JUNIN@PARAGUAY;2015;mañana;32;macrocentro
424;JUNIN@PARAGUAY;2015;tarde;50;macrocentro
424;JUNIN@PARAGUAY;2016;mañana;36;macrocentro
424;JUNIN@PARAGUAY;2016;tarde;22;macrocentro
424;JUNIN@PARAGUAY;2017;mañana;20;macrocentro
424;JUNIN@PARAGUAY;2017;tarde;52;macrocentro
424;JUNIN@PARAGUAY;2019;mañana;25;macrocentro
424;JUNIN@PARAGUAY;2019;tarde;25;macrocentro
424;JUNIN@PARAGUAY;2021;mañana;26;macrocentro
424;JUNIN@PARAGUAY;2021;tarde;37;macrocentro
424;JUNIN@PARAGUAY;2023;mañana;97;macrocentro
424;JUNIN@PARAGUAY;2023;tarde;32;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2013;mañana;29;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2013;tarde;30;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2014;mañana;26;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2014;tarde;37;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2015;mañana;18;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2015;tarde;39;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2016;mañana;51;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2016;tarde;95;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2017;mañana;95;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2017;tarde;77;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2018;mañana;72;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2018;tarde;81;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2020;mañana;122;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2020;tarde;241;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2022;mañana;70;macrocentro
425;SANTA FE@URIBURU JOSE E., Pres.;2022;tarde;182;macrocentro
426;ARENALES@JUNIN;2013;mañana;16;macrocentro
426;ARENALES@JUNIN;2013;tarde;25;macrocentro
426;ARENALES@JUNIN;2014;mañana;25;macrocentro
426;ARENALES@JUNIN;2014;tarde;35;macrocentro
426;ARENALES@JUNIN;2015;mañana;18;macrocentro
426;ARENALES@JUNIN;2015;tarde;32;macrocentro
426;ARENALES@JUNIN;2016;mañana;5;macrocentro
426;ARENALES@JUNIN;2016;tarde;26;macrocentro
426;ARENALES@JUNIN;2017;mañana;13;macrocentro
426;ARENALES@JUNIN;2017;tarde;23;macrocentro
426;ARENALES@JUNIN;2018;mañana;11;macrocentro
426;ARENALES@JUNIN;2018;tarde;23;macrocentro
426;ARENALES@JUNIN;2020;mañana;35;macrocentro
426;ARENALES@JUNIN;2020;tarde;52;macrocentro
426;ARENALES@JUNIN;2022;mañana;19;macrocentro
426;ARENALES@JUNIN;2022;tarde;47;macrocentro
427;AYACUCHO@VIAMONTE;2013;mañana;33;macrocentro
427;AYACUCHO@VIAMONTE;2013;tarde;34;macrocentro
427;AYACUCHO@VIAMONTE;2014;mañana;32;macrocentro
427;AYACUCHO@VIAMONTE;2014;tarde;34;macrocentro
427;AYACUCHO@VIAMONTE;2015;mañana;29;macrocentro
427;AYACUCHO@VIAMONTE;2015;tarde;35;macrocentro
427;AYACUCHO@VIAMONTE;2016;mañana;25;macrocentro
427;AYACUCHO@VIAMONTE;2016;tarde;19;macrocentro
427;AYACUCHO@VIAMONTE;2017;mañana;25;macrocentro
427;AYACUCHO@VIAMONTE;2017;tarde;23;macrocentro
427;AYACUCHO@VIAMONTE;2018;mañana;15;macrocentro
427;AYACUCHO@VIAMONTE;2018;tarde;32;macrocentro
427;AYACUCHO@VIAMONTE;2020;mañana;28;macrocentro
427;AYACUCHO@VIAMONTE;2020;tarde;68;macrocentro
427;AYACUCHO@VIAMONTE;2022;mañana;25;macrocentro
427;AYACUCHO@VIAMONTE;2022;tarde;54;macrocentro
428;CORDOBA@RIOBAMBA;2013;mañana;37;macrocentro
428;CORDOBA@RIOBAMBA;2013;tarde;32;macrocentro
428;CORDOBA@RIOBAMBA;2014;mañana;15;macrocentro
428;CORDOBA@RIOBAMBA;2014;tarde;58;macrocentro
428;CORDOBA@RIOBAMBA;2015;mañana;23;macrocentro
428;CORDOBA@RIOBAMBA;2015;tarde;154;macrocentro
428;CORDOBA@RIOBAMBA;2016;mañana;13;macrocentro
428;CORDOBA@RIOBAMBA;2016;tarde;60;macrocentro
428;CORDOBA@RIOBAMBA;2017;mañana;35;macrocentro
428;CORDOBA@RIOBAMBA;2017;tarde;62;macrocentro
428;CORDOBA@RIOBAMBA;2018;mañana;36;macrocentro
428;CORDOBA@RIOBAMBA;2018;tarde;66;macrocentro
428;CORDOBA@RIOBAMBA;2020;mañana;101;macrocentro
428;CORDOBA@RIOBAMBA;2020;tarde;275;macrocentro
428;CORDOBA@RIOBAMBA;2022;mañana;93;macrocentro
428;CORDOBA@RIOBAMBA;2022;tarde;211;macrocentro
429;PARAGUAY@CALLAO;2013;mañana;40;macrocentro
429;PARAGUAY@CALLAO;2013;tarde;38;macrocentro
429;PARAGUAY@CALLAO;2014;mañana;45;macrocentro
429;PARAGUAY@CALLAO;2014;tarde;40;macrocentro
429;PARAGUAY@CALLAO;2015;mañana;61;macrocentro
429;PARAGUAY@CALLAO;2015;tarde;32;macrocentro
429;PARAGUAY@CALLAO;2016;mañana;32;macrocentro
429;PARAGUAY@CALLAO;2016;tarde;43;macrocentro
429;PARAGUAY@CALLAO;2017;mañana;43;macrocentro
429;PARAGUAY@CALLAO;2017;tarde;54;macrocentro
429;PARAGUAY@CALLAO;2018;mañana;42;macrocentro
429;PARAGUAY@CALLAO;2018;tarde;50;macrocentro
429;PARAGUAY@CALLAO;2020;mañana;56;macrocentro
429;PARAGUAY@CALLAO;2020;tarde;104;macrocentro
429;PARAGUAY@CALLAO;2022;mañana;39;macrocentro
429;PARAGUAY@CALLAO;2022;tarde;80;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2013;mañana;21;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2013;tarde;34;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2014;mañana;48;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2014;tarde;83;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2015;mañana;54;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2015;tarde;113;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2016;mañana;47;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2016;tarde;88;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2017;mañana;59;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2017;tarde;125;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2019;mañana;239;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2019;tarde;173;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2021;mañana;117;macrocentro
430;ALVEAR, MARCELO T. De@AYACUCHO;2021;tarde;127;macrocentro
431;SANTA FE@RIOBAMBA;2013;mañana;27;macrocentro
431;SANTA FE@RIOBAMBA;2013;tarde;43;macrocentro
431;SANTA FE@RIOBAMBA;2014;mañana;24;macrocentro
431;SANTA FE@RIOBAMBA;2014;tarde;37;macrocentro
431;SANTA FE@RIOBAMBA;2015;mañana;27;macrocentro
431;SANTA FE@RIOBAMBA;2015;tarde;36;macrocentro
431;SANTA FE@RIOBAMBA;2016;mañana;19;macrocentro
431;SANTA FE@RIOBAMBA;2016;tarde;24;macrocentro
431;SANTA FE@RIOBAMBA;2017;mañana;22;macrocentro
431;SANTA FE@RIOBAMBA;2017;tarde;35;macrocentro
431;SANTA FE@RIOBAMBA;2019;mañana;47;macrocentro
431;SANTA FE@RIOBAMBA;2019;tarde;53;macrocentro
431;SANTA FE@RIOBAMBA;2021;mañana;30;macrocentro
431;SANTA FE@RIOBAMBA;2021;tarde;70;macrocentro
432;CALLAO@SANTA FE;2013;mañana;25;macrocentro
432;CALLAO@SANTA FE;2013;tarde;56;macrocentro
432;CALLAO@SANTA FE;2014;mañana;35;macrocentro
432;CALLAO@SANTA FE;2014;tarde;47;macrocentro
432;CALLAO@SANTA FE;2015;mañana;39;macrocentro
432;CALLAO@SANTA FE;2015;tarde;50;macrocentro
432;CALLAO@SANTA FE;2016;mañana;45;macrocentro
432;CALLAO@SANTA FE;2016;tarde;43;macrocentro
432;CALLAO@SANTA FE;2017;mañana;42;macrocentro
432;CALLAO@SANTA FE;2017;tarde;64;macrocentro
432;CALLAO@SANTA FE;2019;mañana;89;macrocentro
432;CALLAO@SANTA FE;2019;tarde;85;macrocentro
432;CALLAO@SANTA FE;2021;mañana;58;macrocentro
432;CALLAO@SANTA FE;2021;tarde;53;macrocentro
433;ARENALES@CALLAO;2013;mañana;16;macrocentro
433;ARENALES@CALLAO;2013;tarde;40;macrocentro
433;ARENALES@CALLAO;2014;mañana;31;macrocentro
433;ARENALES@CALLAO;2014;tarde;31;macrocentro
433;ARENALES@CALLAO;2015;mañana;33;macrocentro
433;ARENALES@CALLAO;2015;tarde;44;macrocentro
433;ARENALES@CALLAO;2016;mañana;26;macrocentro
433;ARENALES@CALLAO;2016;tarde;34;macrocentro
433;ARENALES@CALLAO;2017;mañana;31;macrocentro
433;ARENALES@CALLAO;2017;tarde;29;macrocentro
433;ARENALES@CALLAO;2019;mañana;55;macrocentro
433;ARENALES@CALLAO;2019;tarde;55;macrocentro
433;ARENALES@CALLAO;2021;mañana;36;macrocentro
433;ARENALES@CALLAO;2021;tarde;47;macrocentro
434;AZCUENAGA@JUNCAL;2013;mañana;64;macrocentro
434;AZCUENAGA@JUNCAL;2013;tarde;101;macrocentro
434;AZCUENAGA@JUNCAL;2014;mañana;0;macrocentro
434;AZCUENAGA@JUNCAL;2014;tarde;142;macrocentro
434;AZCUENAGA@JUNCAL;2015;mañana;79;macrocentro
434;AZCUENAGA@JUNCAL;2015;tarde;157;macrocentro
434;AZCUENAGA@JUNCAL;2016;mañana;65;macrocentro
434;AZCUENAGA@JUNCAL;2016;tarde;119;macrocentro
434;AZCUENAGA@JUNCAL;2017;mañana;77;macrocentro
434;AZCUENAGA@JUNCAL;2017;tarde;113;macrocentro
434;AZCUENAGA@JUNCAL;2019;mañana;145;macrocentro
434;AZCUENAGA@JUNCAL;2019;tarde;138;macrocentro
434;AZCUENAGA@JUNCAL;2021;mañana;97;macrocentro
434;AZCUENAGA@JUNCAL;2021;tarde;140;macrocentro
434;AZCUENAGA@JUNCAL;2023;mañana;21;macrocentro
434;AZCUENAGA@JUNCAL;2023;tarde;78;macrocentro
435;LARREA@PEÐA;2013;mañana;12;macrocentro
435;LARREA@PEÐA;2013;tarde;27;macrocentro
435;LARREA@PEÐA;2014;mañana;17;macrocentro
435;LARREA@PEÐA;2014;tarde;19;macrocentro
435;LARREA@PEÐA;2015;mañana;6;macrocentro
435;LARREA@PEÐA;2015;tarde;32;macrocentro
435;LARREA@PEÐA;2016;mañana;9;macrocentro
435;LARREA@PEÐA;2016;tarde;10;macrocentro
435;LARREA@PEÐA;2017;mañana;10;macrocentro
435;LARREA@PEÐA;2017;tarde;28;macrocentro
435;LARREA@PEÐA;2018;mañana;6;macrocentro
435;LARREA@PEÐA;2018;tarde;26;macrocentro
435;LARREA@PEÐA;2020;mañana;13;macrocentro
435;LARREA@PEÐA;2020;tarde;48;macrocentro
435;LARREA@PEÐA;2022;mañana;12;macrocentro
435;LARREA@PEÐA;2022;tarde;39;macrocentro
435;LARREA@PEÐA;2023;mañana;16;macrocentro
435;LARREA@PEÐA;2023;tarde;23;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2013;mañana;15;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2013;tarde;21;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2014;mañana;17;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2014;tarde;19;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2015;mañana;15;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2015;tarde;30;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2016;mañana;13;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2016;tarde;17;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2017;mañana;15;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2017;tarde;27;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2019;mañana;28;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2019;tarde;41;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2021;mañana;26;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2021;tarde;17;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2023;mañana;13;macrocentro
436;PEÐA@URIBURU JOSE E., Pres.;2023;tarde;25;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2013;mañana;15;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2013;tarde;13;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2014;mañana;11;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2014;tarde;23;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2015;mañana;13;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2015;tarde;6;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2016;mañana;8;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2016;tarde;12;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2017;mañana;29;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2017;tarde;33;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2019;mañana;37;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2019;tarde;105;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2021;mañana;52;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2021;tarde;68;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2023;mañana;27;macrocentro
437;AZCUENAGA@PACHECO DE MELO, JOSE ANDRES;2023;tarde;54;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2013;mañana;15;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2013;tarde;27;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2014;mañana;22;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2014;tarde;33;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2015;mañana;17;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2015;tarde;22;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2016;mañana;29;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2016;tarde;40;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2017;mañana;27;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2017;tarde;40;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2018;mañana;39;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2018;tarde;45;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2020;mañana;56;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2020;tarde;102;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2022;mañana;26;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2022;tarde;48;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2023;mañana;29;macrocentro
438;LAS HERAS, GRAL.@ PUEYRREDON;2023;tarde;46;macrocentro
439;AYACUCHO@JUNCAL;2013;mañana;65;macrocentro
439;AYACUCHO@JUNCAL;2013;tarde;135;macrocentro
439;AYACUCHO@JUNCAL;2014;mañana;74;macrocentro
439;AYACUCHO@JUNCAL;2014;tarde;142;macrocentro
439;AYACUCHO@JUNCAL;2015;mañana;55;macrocentro
439;AYACUCHO@JUNCAL;2015;tarde;163;macrocentro
439;AYACUCHO@JUNCAL;2016;mañana;63;macrocentro
439;AYACUCHO@JUNCAL;2016;tarde;173;macrocentro
439;AYACUCHO@JUNCAL;2017;mañana;85;macrocentro
439;AYACUCHO@JUNCAL;2017;tarde;153;macrocentro
439;AYACUCHO@JUNCAL;2018;mañana;65;macrocentro
439;AYACUCHO@JUNCAL;2018;tarde;162;macrocentro
439;AYACUCHO@JUNCAL;2020;mañana;133;macrocentro
439;AYACUCHO@JUNCAL;2020;tarde;210;macrocentro
439;AYACUCHO@JUNCAL;2022;mañana;78;macrocentro
439;AYACUCHO@JUNCAL;2022;tarde;149;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2013;mañana;14;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2013;tarde;14;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2014;mañana;15;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2014;tarde;17;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2015;mañana;5;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2015;tarde;9;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2016;mañana;13;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2016;tarde;18;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2017;mañana;9;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2017;tarde;17;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2018;mañana;14;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2018;tarde;16;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2020;mañana;23;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2020;tarde;43;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2022;mañana;13;macrocentro
440;AYACUCHO@PACHECO DE MELO, JOSE ANDRES;2022;tarde;32;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2013;mañana;30;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2013;tarde;22;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2014;mañana;25;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2014;tarde;39;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2015;mañana;51;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2015;tarde;28;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2016;mañana;21;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2016;tarde;51;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2017;mañana;42;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2017;tarde;24;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2018;mañana;46;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2018;tarde;54;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2020;mañana;76;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2020;tarde;109;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2022;mañana;50;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2022;tarde;87;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2023;mañana;71;macrocentro
441;CALLAO@LAS HERAS, GRAL.;2023;tarde;25;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2013;mañana;13;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2013;tarde;18;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2014;mañana;15;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2014;tarde;15;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2015;mañana;13;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2015;tarde;9;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2016;mañana;11;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2016;tarde;14;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2017;mañana;7;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2017;tarde;19;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2019;mañana;11;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2019;tarde;43;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2021;mañana;6;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2021;tarde;42;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2023;mañana;7;macrocentro
442;AYACUCHO@LOPEZ, VICENTE;2023;tarde;29;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2013;mañana;12;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2013;tarde;14;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2014;mañana;14;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2014;tarde;28;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2015;mañana;10;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2015;tarde;24;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2016;mañana;13;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2016;tarde;20;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2017;mañana;25;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2017;tarde;24;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2019;mañana;47;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2019;tarde;56;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2021;mañana;30;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2021;tarde;59;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2023;mañana;18;macrocentro
443;LAS HERAS, GRAL.@URIBURU JOSE E., Pres.;2023;tarde;52;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2013;mañana;8;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2013;tarde;18;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2014;mañana;14;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2014;tarde;14;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2015;mañana;8;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2015;tarde;29;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2016;mañana;5;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2016;tarde;18;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2017;mañana;14;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2017;tarde;40;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2019;mañana;43;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2019;tarde;88;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2021;mañana;55;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2021;tarde;98;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2023;mañana;36;macrocentro
444;LOPEZ, VICENTE@AZCUENAGA;2023;tarde;64;macrocentro
445;GUIDO@PUEYRREDON;2013;mañana;7;macrocentro
445;GUIDO@PUEYRREDON;2013;tarde;20;macrocentro
445;GUIDO@PUEYRREDON;2014;mañana;6;macrocentro
445;GUIDO@PUEYRREDON;2014;tarde;21;macrocentro
445;GUIDO@PUEYRREDON;2015;mañana;17;macrocentro
445;GUIDO@PUEYRREDON;2015;tarde;27;macrocentro
445;GUIDO@PUEYRREDON;2016;mañana;6;macrocentro
445;GUIDO@PUEYRREDON;2016;tarde;41;macrocentro
445;GUIDO@PUEYRREDON;2017;mañana;13;macrocentro
445;GUIDO@PUEYRREDON;2017;tarde;33;macrocentro
445;GUIDO@PUEYRREDON;2019;mañana;31;macrocentro
445;GUIDO@PUEYRREDON;2019;tarde;43;macrocentro
445;GUIDO@PUEYRREDON;2021;mañana;8;macrocentro
445;GUIDO@PUEYRREDON;2021;tarde;37;macrocentro
445;GUIDO@PUEYRREDON;2023;mañana;10;macrocentro
445;GUIDO@PUEYRREDON;2023;tarde;29;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2013;mañana;9;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2013;tarde;14;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2014;mañana;12;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2014;tarde;16;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2015;mañana;14;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2015;tarde;12;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2016;mañana;8;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2016;tarde;16;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2017;mañana;10;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2017;tarde;10;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2019;mañana;27;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2019;tarde;25;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2021;mañana;20;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2021;tarde;30;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2023;mañana;27;macrocentro
446;BILLINGHURST@PACHECO DE MELO, JOSE ANDRES;2023;tarde;19;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2013;mañana;102;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2013;tarde;65;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2014;mañana;91;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2014;tarde;100;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2015;mañana;96;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2015;tarde;91;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2016;mañana;70;macrocentro
447;DIAZ, CNEL.@LAS HERAS, GRAL.;2016;tarde;70;macrocentro
