centroide;cruce;año;turno;cantidad_ciclistas;tipo_relevamiento
1;CASEROS@RAULET;2013;mañana;15;macrocentro
1;CASEROS@RAULET;2013;tarde;17;macrocentro
1;CASEROS@RAULET;2014;mañana;7;macrocentro
1;CASEROS@RAULET;2014;tarde;15;macrocentro
1;CASEROS@RAULET;2015;mañana;11;macrocentro
1;CASEROS@RAULET;2015;tarde;15;macrocentro
1;CASEROS@RAULET;2016;mañana;13;macrocentro
1;CASEROS@RAULET;2016;tarde;18;macrocentro
1;CASEROS@RAULET;2017;mañana;9;macrocentro
1;CASEROS@RAULET;2017;tarde;19;macrocentro
1;CASEROS@RAULET;2018;mañana;14;macrocentro
1;CASEROS@RAULET;2018;tarde;17;macrocentro
1;CASEROS@RAULET;2020;mañana;49;macrocentro
1;CASEROS@RAULET;2020;tarde;53;macrocentro
1;CASEROS@RAULET;2022;mañana;23;macrocentro
1;CASEROS@RAULET;2022;tarde;42;macrocentro
1;CASEROS@RAULET;2023;mañana;20;macrocentro
1;CASEROS@RAULET;2023;tarde;14;macrocentro
2;BOEDO@CHICLANA;2013;mañana;23;macrocentro
2;BOEDO@CHICLANA;2013;tarde;33;macrocentro
2;BOEDO@CHICLANA;2014;mañana;27;macrocentro
2;BOEDO@CHICLANA;2014;tarde;20;macrocentro
2;BOEDO@CHICLANA;2015;mañana;22;macrocentro
2;BOEDO@CHICLANA;2015;tarde;20;macrocentro
2;BOEDO@CHICLANA;2016;mañana;21;macrocentro
2;BOEDO@CHICLANA;2016;tarde;20;macrocentro
2;BOEDO@CHICLANA;2017;mañana;26;macrocentro
2;BOEDO@CHICLANA;2017;tarde;43;macrocentro
2;BOEDO@CHICLANA;2018;mañana;24;macrocentro
2;BOEDO@CHICLANA;2018;tarde;62;macrocentro
2;BOEDO@CHICLANA;2020;mañana;55;macrocentro
2;BOEDO@CHICLANA;2020;tarde;98;macrocentro
2;BOEDO@CHICLANA;2022;mañana;19;macrocentro
2;BOEDO@CHICLANA;2022;tarde;63;macrocentro
2;BOEDO@CHICLANA;2023;mañana;21;macrocentro
2;BOEDO@CHICLANA;2023;tarde;63;macrocentro
3;LINIERS VIRREY@RONDEAU;2013;mañana;19;macrocentro
3;LINIERS VIRREY@RONDEAU;2013;tarde;39;macrocentro
3;LINIERS VIRREY@RONDEAU;2014;mañana;14;macrocentro
3;LINIERS VIRREY@RONDEAU;2014;tarde;42;macrocentro
3;LINIERS VIRREY@RONDEAU;2015;mañana;13;macrocentro
3;LINIERS VIRREY@RONDEAU;2015;tarde;54;macrocentro
3;LINIERS VIRREY@RONDEAU;2016;mañana;14;macrocentro
3;LINIERS VIRREY@RONDEAU;2016;tarde;22;macrocentro
3;LINIERS VIRREY@RONDEAU;2017;mañana;19;macrocentro
3;LINIERS VIRREY@RONDEAU;2017;tarde;61;macrocentro
3;LINIERS VIRREY@RONDEAU;2019;mañana;126;macrocentro
3;LINIERS VIRREY@RONDEAU;2019;tarde;64;macrocentro
3;LINIERS VIRREY@RONDEAU;2021;mañana;62;macrocentro
3;LINIERS VIRREY@RONDEAU;2021;tarde;50;macrocentro
3;LINIERS VIRREY@RONDEAU;2023;mañana;44;macrocentro
3;LINIERS VIRREY@RONDEAU;2023;tarde;0;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2013;mañana;25;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2013;tarde;38;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2014;mañana;21;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2014;tarde;39;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2015;mañana;19;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2015;tarde;29;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2016;mañana;12;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2016;tarde;19;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2017;mañana;24;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2017;tarde;41;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2018;mañana;18;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2018;tarde;46;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2020;mañana;37;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2020;tarde;133;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2022;mañana;27;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2022;tarde;79;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2023;mañana;14;macrocentro
4;CASEROS@24 DE NOVIEMBRE;2023;tarde;62;macrocentro
5;RONDEAU@URQUIZA, Gral.;2013;mañana;22;macrocentro
5;RONDEAU@URQUIZA, Gral.;2013;tarde;34;macrocentro
5;RONDEAU@URQUIZA, Gral.;2014;mañana;14;macrocentro
5;RONDEAU@URQUIZA, Gral.;2014;tarde;32;macrocentro
5;RONDEAU@URQUIZA, Gral.;2015;mañana;28;macrocentro
5;RONDEAU@URQUIZA, Gral.;2015;tarde;21;macrocentro
5;RONDEAU@URQUIZA, Gral.;2016;mañana;11;macrocentro
5;RONDEAU@URQUIZA, Gral.;2016;tarde;22;macrocentro
5;RONDEAU@URQUIZA, Gral.;2017;mañana;19;macrocentro
5;RONDEAU@URQUIZA, Gral.;2017;tarde;17;macrocentro
5;RONDEAU@URQUIZA, Gral.;2018;mañana;18;macrocentro
5;RONDEAU@URQUIZA, Gral.;2018;tarde;31;macrocentro
5;RONDEAU@URQUIZA, Gral.;2020;mañana;41;macrocentro
5;RONDEAU@URQUIZA, Gral.;2020;tarde;81;macrocentro
5;RONDEAU@URQUIZA, Gral.;2022;mañana;23;macrocentro
5;RONDEAU@URQUIZA, Gral.;2022;tarde;58;macrocentro
5;RONDEAU@URQUIZA, Gral.;2023;mañana;28;macrocentro
5;RONDEAU@URQUIZA, Gral.;2023;tarde;45;macrocentro
6;CASEROS@DEAN FUNES;2013;mañana;17;macrocentro
6;CASEROS@DEAN FUNES;2013;tarde;36;macrocentro
6;CASEROS@DEAN FUNES;2014;mañana;24;macrocentro
6;CASEROS@DEAN FUNES;2014;tarde;43;macrocentro
6;CASEROS@DEAN FUNES;2015;mañana;24;macrocentro
6;CASEROS@DEAN FUNES;2015;tarde;36;macrocentro
6;CASEROS@DEAN FUNES;2016;mañana;22;macrocentro
6;CASEROS@DEAN FUNES;2016;tarde;34;macrocentro
6;CASEROS@DEAN FUNES;2017;mañana;21;macrocentro
6;CASEROS@DEAN FUNES;2017;tarde;42;macrocentro
6;CASEROS@DEAN FUNES;2019;mañana;86;macrocentro
6;CASEROS@DEAN FUNES;2019;tarde;60;macrocentro
6;CASEROS@DEAN FUNES;2021;mañana;75;macrocentro
6;CASEROS@DEAN FUNES;2021;tarde;60;macrocentro
6;CASEROS@DEAN FUNES;2023;mañana;35;macrocentro
6;CASEROS@DEAN FUNES;2023;tarde;35;macrocentro
7;CASEROS@JUJUY;2013;mañana;26;macrocentro
7;CASEROS@JUJUY;2013;tarde;48;macrocentro
7;CASEROS@JUJUY;2014;mañana;16;macrocentro
7;CASEROS@JUJUY;2014;tarde;33;macrocentro
7;CASEROS@JUJUY;2015;mañana;25;macrocentro
7;CASEROS@JUJUY;2015;tarde;41;macrocentro
7;CASEROS@JUJUY;2016;mañana;16;macrocentro
7;CASEROS@JUJUY;2016;tarde;19;macrocentro
7;CASEROS@JUJUY;2017;mañana;18;macrocentro
7;CASEROS@JUJUY;2017;tarde;28;macrocentro
7;CASEROS@JUJUY;2018;mañana;36;macrocentro
7;CASEROS@JUJUY;2018;tarde;25;macrocentro
7;CASEROS@JUJUY;2020;mañana;45;macrocentro
7;CASEROS@JUJUY;2020;tarde;80;macrocentro
7;CASEROS@JUJUY;2022;mañana;29;macrocentro
7;CASEROS@JUJUY;2022;tarde;65;macrocentro
7;CASEROS@JUJUY;2023;mañana;39;macrocentro
7;CASEROS@JUJUY;2023;tarde;26;macrocentro
8;CASTRO,BARROS@LAS CASAS;2013;mañana;10;macrocentro
8;CASTRO,BARROS@LAS CASAS;2013;tarde;11;macrocentro
8;CASTRO,BARROS@LAS CASAS;2014;mañana;25;macrocentro
8;CASTRO,BARROS@LAS CASAS;2014;tarde;0;macrocentro
8;CASTRO,BARROS@LAS CASAS;2015;mañana;10;macrocentro
8;CASTRO,BARROS@LAS CASAS;2015;tarde;16;macrocentro
8;CASTRO,BARROS@LAS CASAS;2016;mañana;11;macrocentro
8;CASTRO,BARROS@LAS CASAS;2016;tarde;6;macrocentro
8;CASTRO,BARROS@LAS CASAS;2017;mañana;8;macrocentro
8;CASTRO,BARROS@LAS CASAS;2017;tarde;13;macrocentro
8;CASTRO,BARROS@LAS CASAS;2019;mañana;12;macrocentro
8;CASTRO,BARROS@LAS CASAS;2019;tarde;23;macrocentro
8;CASTRO,BARROS@LAS CASAS;2021;mañana;9;macrocentro
8;CASTRO,BARROS@LAS CASAS;2021;tarde;36;macrocentro
8;CASTRO,BARROS@LAS CASAS;2023;mañana;18;macrocentro
8;CASTRO,BARROS@LAS CASAS;2023;tarde;26;macrocentro
9;CASTRO, BARROS@INCLAN;2013;mañana;9;macrocentro
9;CASTRO, BARROS@INCLAN;2013;tarde;7;macrocentro
9;CASTRO, BARROS@INCLAN;2014;mañana;8;macrocentro
9;CASTRO, BARROS@INCLAN;2014;tarde;0;macrocentro
9;CASTRO, BARROS@INCLAN;2015;mañana;6;macrocentro
9;CASTRO, BARROS@INCLAN;2015;tarde;5;macrocentro
9;CASTRO, BARROS@INCLAN;2016;mañana;14;macrocentro
9;CASTRO, BARROS@INCLAN;2016;tarde;7;macrocentro
9;CASTRO, BARROS@INCLAN;2017;mañana;12;macrocentro
9;CASTRO, BARROS@INCLAN;2017;tarde;11;macrocentro
9;CASTRO, BARROS@INCLAN;2019;mañana;7;macrocentro
9;CASTRO, BARROS@INCLAN;2019;tarde;17;macrocentro
9;CASTRO, BARROS@INCLAN;2021;mañana;4;macrocentro
9;CASTRO, BARROS@INCLAN;2021;tarde;16;macrocentro
9;CASTRO, BARROS@INCLAN;2023;mañana;9;macrocentro
9;CASTRO, BARROS@INCLAN;2023;tarde;19;macrocentro
10;CASTRO, BARROS@TARIJA;2013;mañana;5;macrocentro
10;CASTRO, BARROS@TARIJA;2013;tarde;6;macrocentro
10;CASTRO, BARROS@TARIJA;2014;mañana;4;macrocentro
10;CASTRO, BARROS@TARIJA;2014;tarde;8;macrocentro
10;CASTRO, BARROS@TARIJA;2015;mañana;4;macrocentro
10;CASTRO, BARROS@TARIJA;2015;tarde;7;macrocentro
10;CASTRO, BARROS@TARIJA;2016;mañana;4;macrocentro
10;CASTRO, BARROS@TARIJA;2016;tarde;5;macrocentro
10;CASTRO, BARROS@TARIJA;2017;mañana;6;macrocentro
10;CASTRO, BARROS@TARIJA;2017;tarde;8;macrocentro
10;CASTRO, BARROS@TARIJA;2018;mañana;7;macrocentro
10;CASTRO, BARROS@TARIJA;2018;tarde;4;macrocentro
10;CASTRO, BARROS@TARIJA;2020;mañana;13;macrocentro
10;CASTRO, BARROS@TARIJA;2020;tarde;24;macrocentro
10;CASTRO, BARROS@TARIJA;2022;mañana;15;macrocentro
10;CASTRO, BARROS@TARIJA;2022;tarde;12;macrocentro
10;CASTRO, BARROS@TARIJA;2023;mañana;18;macrocentro
10;CASTRO, BARROS@TARIJA;2023;tarde;12;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2013;mañana;19;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2013;tarde;23;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2014;mañana;15;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2014;tarde;27;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2015;mañana;21;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2015;tarde;27;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2016;mañana;14;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2016;tarde;37;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2017;mañana;16;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2017;tarde;19;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2018;mañana;13;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2018;tarde;27;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2020;mañana;28;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2020;tarde;61;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2022;mañana;25;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2022;tarde;49;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2023;mañana;20;macrocentro
11;CALVO, CARLOS@CASTRO, BARROS;2023;tarde;29;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2013;mañana;9;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2013;tarde;17;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2014;mañana;0;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2014;tarde;18;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2015;mañana;7;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2015;tarde;9;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2016;mañana;6;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2016;tarde;7;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2017;mañana;8;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2017;tarde;12;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2019;mañana;15;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2019;tarde;25;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2021;mañana;14;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2021;tarde;37;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2023;mañana;9;macrocentro
12;COCHABAMBA@CASTRO, BARROS;2023;tarde;12;macrocentro
13;COLOMBRES@SAN JUAN;2013;mañana;22;macrocentro
13;COLOMBRES@SAN JUAN;2013;tarde;32;macrocentro
13;COLOMBRES@SAN JUAN;2014;mañana;24;macrocentro
13;COLOMBRES@SAN JUAN;2014;tarde;35;macrocentro
13;COLOMBRES@SAN JUAN;2015;mañana;26;macrocentro
13;COLOMBRES@SAN JUAN;2015;tarde;43;macrocentro
13;COLOMBRES@SAN JUAN;2016;mañana;23;macrocentro
13;COLOMBRES@SAN JUAN;2016;tarde;19;macrocentro
13;COLOMBRES@SAN JUAN;2017;mañana;13;macrocentro
13;COLOMBRES@SAN JUAN;2017;tarde;44;macrocentro
13;COLOMBRES@SAN JUAN;2019;mañana;116;macrocentro
13;COLOMBRES@SAN JUAN;2019;tarde;59;macrocentro
13;COLOMBRES@SAN JUAN;2021;mañana;60;macrocentro
13;COLOMBRES@SAN JUAN;2021;tarde;81;macrocentro
13;COLOMBRES@SAN JUAN;2023;mañana;67;macrocentro
13;COLOMBRES@SAN JUAN;2023;tarde;42;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2013;mañana;40;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2013;tarde;53;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2014;mañana;13;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2014;tarde;37;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2015;mañana;12;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2015;tarde;22;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2016;mañana;20;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2016;tarde;45;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2017;mañana;29;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2017;tarde;68;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2019;mañana;81;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2019;tarde;106;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2021;mañana;65;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2021;tarde;73;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2023;mañana;15;macrocentro
14;CASTRO, BARROS@INDEPENDENCIA;2023;tarde;33;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2013;mañana;117;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2013;tarde;52;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2014;mañana;121;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2014;tarde;42;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2015;mañana;101;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2015;tarde;46;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2016;mañana;0;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2016;tarde;44;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2017;mañana;102;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2017;tarde;40;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2018;mañana;173;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2018;tarde;64;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2020;mañana;203;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2020;tarde;242;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2022;mañana;109;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2022;tarde;179;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2023;mañana;51;macrocentro
15;COLOMBRES@ESTADOS UNIDOS;2023;tarde;97;macrocentro
16;BOEDO@SALCEDO;2013;mañana;8;macrocentro
16;BOEDO@SALCEDO;2013;tarde;23;macrocentro
16;BOEDO@SALCEDO;2014;mañana;8;macrocentro
16;BOEDO@SALCEDO;2014;tarde;0;macrocentro
16;BOEDO@SALCEDO;2015;mañana;18;macrocentro
16;BOEDO@SALCEDO;2015;tarde;20;macrocentro
16;BOEDO@SALCEDO;2016;mañana;8;macrocentro
16;BOEDO@SALCEDO;2016;tarde;25;macrocentro
16;BOEDO@SALCEDO;2017;mañana;4;macrocentro
16;BOEDO@SALCEDO;2017;tarde;19;macrocentro
16;BOEDO@SALCEDO;2019;mañana;19;macrocentro
16;BOEDO@SALCEDO;2019;tarde;37;macrocentro
16;BOEDO@SALCEDO;2021;mañana;12;macrocentro
16;BOEDO@SALCEDO;2021;tarde;27;macrocentro
16;BOEDO@SALCEDO;2023;mañana;13;macrocentro
16;BOEDO@SALCEDO;2023;tarde;37;macrocentro
17;LAS CASAS@MAZA;2013;mañana;8;macrocentro
17;LAS CASAS@MAZA;2013;tarde;7;macrocentro
17;LAS CASAS@MAZA;2014;mañana;0;macrocentro
17;LAS CASAS@MAZA;2014;tarde;0;macrocentro
17;LAS CASAS@MAZA;2015;mañana;7;macrocentro
17;LAS CASAS@MAZA;2015;tarde;28;macrocentro
17;LAS CASAS@MAZA;2016;mañana;6;macrocentro
17;LAS CASAS@MAZA;2016;tarde;15;macrocentro
17;LAS CASAS@MAZA;2017;mañana;8;macrocentro
17;LAS CASAS@MAZA;2017;tarde;25;macrocentro
17;LAS CASAS@MAZA;2018;mañana;7;macrocentro
17;LAS CASAS@MAZA;2018;tarde;35;macrocentro
17;LAS CASAS@MAZA;2020;mañana;31;macrocentro
17;LAS CASAS@MAZA;2020;tarde;52;macrocentro
17;LAS CASAS@MAZA;2022;mañana;28;macrocentro
17;LAS CASAS@MAZA;2022;tarde;42;macrocentro
17;LAS CASAS@MAZA;2023;mañana;25;macrocentro
17;LAS CASAS@MAZA;2023;tarde;18;macrocentro
18;LINIERS VIRREY@SALCEDO;2013;mañana;24;macrocentro
18;LINIERS VIRREY@SALCEDO;2013;tarde;45;macrocentro
18;LINIERS VIRREY@SALCEDO;2014;mañana;28;macrocentro
18;LINIERS VIRREY@SALCEDO;2014;tarde;0;macrocentro
18;LINIERS VIRREY@SALCEDO;2015;mañana;29;macrocentro
18;LINIERS VIRREY@SALCEDO;2015;tarde;44;macrocentro
18;LINIERS VIRREY@SALCEDO;2016;mañana;32;macrocentro
18;LINIERS VIRREY@SALCEDO;2016;tarde;27;macrocentro
18;LINIERS VIRREY@SALCEDO;2017;mañana;24;macrocentro
18;LINIERS VIRREY@SALCEDO;2017;tarde;45;macrocentro
18;LINIERS VIRREY@SALCEDO;2018;mañana;25;macrocentro
18;LINIERS VIRREY@SALCEDO;2018;tarde;57;macrocentro
18;LINIERS VIRREY@SALCEDO;2020;mañana;64;macrocentro
18;LINIERS VIRREY@SALCEDO;2020;tarde;122;macrocentro
18;LINIERS VIRREY@SALCEDO;2022;mañana;40;macrocentro
18;LINIERS VIRREY@SALCEDO;2022;tarde;99;macrocentro
18;LINIERS VIRREY@SALCEDO;2023;mañana;46;macrocentro
18;LINIERS VIRREY@SALCEDO;2023;tarde;76;macrocentro
19;GARAY, JUAN DE@BOEDO;2013;mañana;24;macrocentro
19;GARAY, JUAN DE@BOEDO;2013;tarde;16;macrocentro
19;GARAY, JUAN DE@BOEDO;2014;mañana;18;macrocentro
19;GARAY, JUAN DE@BOEDO;2014;tarde;20;macrocentro
19;GARAY, JUAN DE@BOEDO;2015;mañana;13;macrocentro
19;GARAY, JUAN DE@BOEDO;2015;tarde;13;macrocentro
19;GARAY, JUAN DE@BOEDO;2016;mañana;5;macrocentro
19;GARAY, JUAN DE@BOEDO;2016;tarde;16;macrocentro
19;GARAY, JUAN DE@BOEDO;2017;mañana;14;macrocentro
19;GARAY, JUAN DE@BOEDO;2017;tarde;28;macrocentro
19;GARAY, JUAN DE@BOEDO;2019;mañana;31;macrocentro
19;GARAY, JUAN DE@BOEDO;2019;tarde;44;macrocentro
19;GARAY, JUAN DE@BOEDO;2021;mañana;32;macrocentro
19;GARAY, JUAN DE@BOEDO;2021;tarde;51;macrocentro
19;GARAY, JUAN DE@BOEDO;2023;mañana;20;macrocentro
19;GARAY, JUAN DE@BOEDO;2023;tarde;20;macrocentro
20;BOEDO@CONSTITUCION;2013;mañana;18;macrocentro
20;BOEDO@CONSTITUCION;2013;tarde;13;macrocentro
20;BOEDO@CONSTITUCION;2014;mañana;16;macrocentro
20;BOEDO@CONSTITUCION;2014;tarde;15;macrocentro
20;BOEDO@CONSTITUCION;2015;mañana;3;macrocentro
20;BOEDO@CONSTITUCION;2015;tarde;16;macrocentro
20;BOEDO@CONSTITUCION;2016;mañana;15;macrocentro
20;BOEDO@CONSTITUCION;2016;tarde;11;macrocentro
20;BOEDO@CONSTITUCION;2017;mañana;10;macrocentro
20;BOEDO@CONSTITUCION;2017;tarde;7;macrocentro
20;BOEDO@CONSTITUCION;2018;mañana;13;macrocentro
20;BOEDO@CONSTITUCION;2018;tarde;18;macrocentro
20;BOEDO@CONSTITUCION;2020;mañana;23;macrocentro
20;BOEDO@CONSTITUCION;2020;tarde;63;macrocentro
20;BOEDO@CONSTITUCION;2022;mañana;13;macrocentro
20;BOEDO@CONSTITUCION;2022;tarde;42;macrocentro
20;BOEDO@CONSTITUCION;2023;mañana;14;macrocentro
20;BOEDO@CONSTITUCION;2023;tarde;24;macrocentro
21;MAZA@PAVON;2013;mañana;7;macrocentro
21;MAZA@PAVON;2013;tarde;23;macrocentro
21;MAZA@PAVON;2014;mañana;10;macrocentro
21;MAZA@PAVON;2014;tarde;68;macrocentro
21;MAZA@PAVON;2015;mañana;13;macrocentro
21;MAZA@PAVON;2015;tarde;11;macrocentro
21;MAZA@PAVON;2016;mañana;11;macrocentro
21;MAZA@PAVON;2016;tarde;22;macrocentro
21;MAZA@PAVON;2017;mañana;13;macrocentro
21;MAZA@PAVON;2017;tarde;22;macrocentro
21;MAZA@PAVON;2019;mañana;16;macrocentro
21;MAZA@PAVON;2019;tarde;12;macrocentro
21;MAZA@PAVON;2021;mañana;14;macrocentro
21;MAZA@PAVON;2021;tarde;36;macrocentro
21;MAZA@PAVON;2023;mañana;9;macrocentro
21;MAZA@PAVON;2023;tarde;26;macrocentro
22;LINIERS VIRREY@TARIJA;2013;mañana;48;macrocentro
22;LINIERS VIRREY@TARIJA;2013;tarde;60;macrocentro
22;LINIERS VIRREY@TARIJA;2014;mañana;34;macrocentro
22;LINIERS VIRREY@TARIJA;2014;tarde;124;macrocentro
22;LINIERS VIRREY@TARIJA;2015;mañana;34;macrocentro
22;LINIERS VIRREY@TARIJA;2015;tarde;60;macrocentro
22;LINIERS VIRREY@TARIJA;2016;mañana;26;macrocentro
22;LINIERS VIRREY@TARIJA;2016;tarde;56;macrocentro
22;LINIERS VIRREY@TARIJA;2017;mañana;35;macrocentro
22;LINIERS VIRREY@TARIJA;2017;tarde;68;macrocentro
22;LINIERS VIRREY@TARIJA;2019;mañana;65;macrocentro
22;LINIERS VIRREY@TARIJA;2019;tarde;154;macrocentro
22;LINIERS VIRREY@TARIJA;2021;mañana;66;macrocentro
22;LINIERS VIRREY@TARIJA;2021;tarde;141;macrocentro
22;LINIERS VIRREY@TARIJA;2023;mañana;43;macrocentro
22;LINIERS VIRREY@TARIJA;2023;tarde;112;macrocentro
23;CHICLANA@LINIERS VIRREY;2013;mañana;18;macrocentro
23;CHICLANA@LINIERS VIRREY;2013;tarde;76;macrocentro
23;CHICLANA@LINIERS VIRREY;2014;mañana;33;macrocentro
23;CHICLANA@LINIERS VIRREY;2014;tarde;64;macrocentro
23;CHICLANA@LINIERS VIRREY;2015;mañana;44;macrocentro
23;CHICLANA@LINIERS VIRREY;2015;tarde;88;macrocentro
23;CHICLANA@LINIERS VIRREY;2016;mañana;34;macrocentro
23;CHICLANA@LINIERS VIRREY;2016;tarde;60;macrocentro
23;CHICLANA@LINIERS VIRREY;2017;mañana;34;macrocentro
23;CHICLANA@LINIERS VIRREY;2017;tarde;84;macrocentro
23;CHICLANA@LINIERS VIRREY;2019;mañana;120;macrocentro
23;CHICLANA@LINIERS VIRREY;2019;tarde;57;macrocentro
23;CHICLANA@LINIERS VIRREY;2021;mañana;111;macrocentro
23;CHICLANA@LINIERS VIRREY;2021;tarde;53;macrocentro
23;CHICLANA@LINIERS VIRREY;2023;mañana;86;macrocentro
23;CHICLANA@LINIERS VIRREY;2023;tarde;56;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2013;mañana;2;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2013;tarde;5;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2014;mañana;6;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2014;tarde;10;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2015;mañana;11;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2015;tarde;11;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2016;mañana;7;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2016;tarde;10;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2017;mañana;7;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2017;tarde;11;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2018;mañana;6;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2018;tarde;12;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2020;mañana;11;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2020;tarde;32;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2022;mañana;10;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2022;tarde;27;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2023;mañana;9;macrocentro
24;INCLAN@SANCHEZ DE LORIA;2023;tarde;15;macrocentro
25;BRASIL@24 DE NOVIEMBRE;2013;mañana;11;macrocentro
25;BRASIL@24 DE NOVIEMBRE;2013;tarde;8;macrocentro
25;BRASIL@24 DE NOVIEMBRE;2014;mañana;8;macrocentro
25;BRASIL@24 DE NOVIEMBRE;2014;tarde;14;macrocentro
